# date_time			pesel		WBC     RBC     HMG     HMK     PLT     TOT     HDL     LDL     GLK
2014-01-14 09:57 87030378472    5.67    4.75   12.89   57.18   71.54   91.21  110.56  178.82  112.69
2014-01-14 20:42 66020234971    7.34    6.23   15.88   40.05  423.13  190.98  117.86  159.60   38.93
2014-01-14 14:33 55092336827    9.32    5.02   10.31   54.24  281.34  111.71   25.51   60.94  112.35
2014-01-14 20:12 66039109379    5.05    3.20   15.95   42.11  235.11  181.93  195.94   60.44   84.64
2014-01-14 23:28 71121302531    8.84    6.06   15.75   47.28  202.78  168.07  210.23  169.03   42.45
2014-01-15 20:55 71121302531    5.64    4.89   14.41   37.54  242.15  181.98  120.64   89.83   83.01
2014-01-15 19:04 55092336827    5.01    5.22   15.40   46.23  378.90  153.93  130.74   57.59   48.75
2014-01-15 12:42 87030378472    6.13    5.95   19.91   40.31  163.20  157.89  205.89  142.54  113.53
2014-01-15 11:33 68030389012    4.67    4.72   19.93   44.20  243.24  177.75  203.63   64.52   81.86
2014-01-15 12:16 66039109379    9.72    5.05   11.15   55.15   63.52   86.52  132.08   57.84   88.46
2014-01-16 08:04 75032383761    7.37    4.54   15.72   40.08  361.86  145.02  108.25   65.53   38.49
2014-01-16 19:10 61052334893    9.24    6.05   10.22   58.42   68.18  194.25   54.99   65.91   49.09
2014-01-16 09:18 65012247293    5.19    3.45   11.50   44.61  384.85   98.81   48.77   80.23   44.74
2014-01-16 12:54 68030389012    6.31    3.37   15.97   56.82  240.07  195.01  134.04  153.72  110.13
2014-01-16 09:02 71121302531    4.92    4.78   20.16   37.09  408.55  149.92   39.01   64.59   45.08
2014-01-17 16:01 68030389012    5.30    5.91   14.24   41.24   79.39  162.59   57.40   95.02  111.92
2014-01-17 18:58 75032383761    5.50    3.35   14.44   47.44  368.51  109.44   54.12   65.83  104.98
2014-01-17 08:35 75023812351    6.48    6.24   19.06   40.13  409.36  103.28  205.48   78.47  106.35
2014-01-17 13:14 87030378472    5.22    4.96   20.13   37.84  327.00  183.72   37.97   70.52  102.35
2014-01-17 21:03 66020234971   10.44    3.06   13.20   54.70  191.97  197.58  179.99   71.61  109.02
2014-01-18 23:55 87030378472   11.01    5.88   12.06   52.35  115.07  176.46  210.14   50.18  113.45
2014-01-18 09:05 66039109379    9.61    4.68   16.36   37.58  212.08  155.55   48.63  145.42   99.14
2014-01-18 08:56 66020234971    7.20    3.22   15.82   47.38   35.89  157.65   32.08   86.18   36.27
2014-01-18 18:01 61052334893    8.04    5.05   15.18   40.28  293.71  118.21   33.50   83.83   42.16
2014-01-18 15:25 75032383761    6.87    5.90   19.27   47.48   33.89  143.00   37.44   41.69   88.52
2014-01-19 13:57 61052334893    4.67    5.13   12.16   45.32  411.88  103.71   55.31   66.94  106.12
2014-01-19 15:48 66020234971    5.19    3.01   14.80   56.94  145.13  181.67  137.60   50.07  104.62
2014-01-19 14:52 75032383761   11.56    4.82   19.89   43.86  373.43  170.10  121.07   70.93  108.89
2014-01-19 12:09 65012247293    3.86    3.29   21.56   55.68  103.79  148.55  140.00   86.75   89.72
2014-01-19 19:18 68030389012    9.41    3.30   15.18   55.77  252.10  175.00   45.95   80.35   88.78
2014-01-20 08:54 65012247293    8.81    3.07   19.64   39.94   66.98  185.08  123.67   61.11   41.13
2014-01-20 15:37 75032383761    8.93    5.81   16.35   59.00   95.80  109.18  132.77   86.58  116.64
2014-01-20 22:34 75023812351   11.43    4.77   12.81   58.26   43.39  150.06  140.45  154.19  116.41
2014-01-20 17:59 55092336827   10.43    3.44   20.24   50.83   64.70  161.02  124.65   73.19  109.93
2014-01-20 18:50 61052334893    6.89    4.89   14.80   55.67  367.50   87.55  146.13  158.51   89.30
2014-01-21 22:26 66039109379   10.85    4.74   12.61   40.69    9.63  182.28  216.56  140.30   43.10
2014-01-21 11:34 55092336827    7.48    4.92   11.85   54.64  118.61  187.04   30.84   52.14  111.39
2014-01-21 23:42 65012247293   11.53    6.01   10.50   49.44   86.71   94.42  124.04  141.52  106.97
2014-01-21 20:27 75023812351    6.22    5.98   14.47   41.42  204.85  171.10   33.46   70.53   38.90
2014-01-21 10:16 71121302531    3.14    2.95   18.60   57.29  380.82  170.72  183.35  146.01  100.52
2014-01-22 13:20 71121302531   12.12    5.02   15.06   58.44  139.90  176.58  112.07   80.90   82.16
2014-01-22 14:32 66020234971   11.67    4.57   19.71   48.86  231.65  177.71  205.19   66.39   40.67
2014-01-22 16:04 61052334893    7.25    5.89   16.23   52.59  392.27  157.17  186.49   65.29  101.79
2014-01-22 09:00 65012247293    9.31    5.85   13.21   39.52  264.37  108.85  189.11  163.76   87.51
2014-01-22 15:36 66039109379    3.83    5.99   20.54   46.12  451.02  175.08  112.68  141.06   46.56
2014-01-23 20:43 68030389012   11.44    3.74   16.16   38.39  449.71  156.73   32.52   73.51  113.49
2014-01-23 11:26 75032383761    7.18    3.23   19.88   55.88  312.12  116.99   39.46  167.78  114.98
2014-01-23 07:48 55092336827   11.69    3.05   11.41   43.24  112.71  100.87   39.92   52.77   85.00
2014-01-23 09:12 71121302531    4.47    3.18   14.32   46.97  335.73  192.02  184.50  141.08  112.75
2014-01-23 12:41 75023812351   10.10    3.29   11.16   58.02   69.77   95.90  126.83   55.95  116.49
2014-01-24 23:03 66039109379   11.12    3.00   11.99   53.61  307.73  170.21  193.83  158.99   40.43
2014-01-24 14:41 75032383761    6.43    3.46   16.25   37.96  247.53   87.46  122.71   86.58   34.99
2014-01-24 11:27 55092336827   10.38    5.92   15.06   54.89   73.10  158.60   40.35   57.59   44.96
2014-01-24 15:22 68030389012    5.08    4.82   12.32   40.41  437.51  171.38  184.08   68.95   83.84
2014-01-24 08:07 71121302531    5.29    2.79   11.52   58.75  380.77  185.48  118.50   65.58   85.86
2014-01-25 14:54 61052334893    9.16    2.99   16.84   45.35  275.90  176.74   55.25   60.97   46.76
2014-01-25 21:34 68030389012    7.29    2.97   21.30   52.74  294.73  164.80  136.27   61.40   43.67
2014-01-25 11:13 71121302531    6.44    6.39   15.34   56.42  304.54   98.35  130.21  132.38   47.20
2014-01-25 20:23 65012247293    9.87    2.67   15.60   39.54  263.61  140.42  115.92   62.76   47.44
2014-01-25 19:28 75023812351    3.06    3.33   16.08   45.24   14.28  191.52  117.62   74.73   86.66
2014-01-26 11:16 55092336827   11.95    3.08   12.15   41.89  168.70   90.50  208.80  124.90   35.02
2014-01-26 11:57 68030389012    6.01    4.87   15.55   55.51  217.70  178.82   22.65   68.20   41.13
2014-01-26 14:37 61052334893    4.04    5.67   20.99   47.52   52.64   97.25  125.56   73.30   40.25
2014-01-26 21:59 65012247293    4.09    4.91   15.25   58.36  251.24   97.84  127.27   51.61  105.14
2014-01-26 12:19 87030378472    4.95    6.11   12.38   57.18  368.09  158.21  177.74   76.38   82.84
2014-01-27 12:13 65012247293    6.37    5.84   12.00   38.19  442.91  177.37  200.84   61.17   47.56
2014-01-27 18:39 75023812351    4.60    5.88   11.18   47.25  108.85  108.85  194.59   66.07  110.39
2014-01-27 18:57 66020234971    9.58    3.47   20.64   43.53   65.76  143.52  192.74   71.21   28.21
2014-01-27 09:20 68030389012    6.18    3.39   10.97   46.67  383.60  169.13   50.40  162.99   41.25
2014-01-27 09:54 71121302531    1.65    4.92   21.25   46.46  438.76   96.61  121.48  156.28   82.12
2014-01-28 13:26 75032383761    4.55    5.95   13.03   37.96  270.26   95.37  192.02   71.55   84.25
2014-01-28 12:31 87030378472    6.59    5.20   20.05   55.83  375.59  151.67  119.62   56.64   87.47
2014-01-28 19:16 71121302531    5.33    6.11   16.20   51.80  215.41  104.26   39.66  136.14   80.39
2014-01-28 21:16 75023812351    5.66    5.04   11.90   38.36  139.01  179.71  211.99  166.44   89.50
2014-01-28 16:31 68030389012    5.51    3.19   16.31   47.13  265.61  105.82   18.76  140.52   92.00
2014-01-29 17:48 65012247293    6.08    6.13   11.61   47.19  459.25  182.45  131.82  106.24  109.78
2014-01-29 23:11 55092336827   10.24    5.99   10.49   35.79  117.86   93.40   39.26   58.04   30.55
2014-01-29 18:20 75032383761    6.40    5.63   12.80   36.44   75.32  174.94   17.74  169.54   42.26
2014-01-29 11:39 87030378472   12.59    3.14   15.72   54.89  289.88  162.28  213.63  152.58   36.77
2014-01-29 20:44 75023812351    7.26    6.01   19.66   44.20  236.74  192.41   13.19  141.50   81.32
2014-01-30 21:28 66020234971    5.50    4.68   16.43   59.23  320.31  179.56  192.57   56.48  110.22
2014-01-30 09:05 87030378472    5.65    3.14   14.45   56.25  221.23  152.77   16.82   56.42   85.74
2014-01-30 16:31 66039109379   11.11    5.92   11.99   55.13  145.28  161.40  193.80   57.03  110.35
2014-01-30 07:09 61052334893    5.53    6.01   12.38   54.89  223.05  101.43  223.66   85.52   82.03
2014-01-30 19:42 55092336827   12.86    2.90   14.18   53.87  461.11  148.67  194.77  136.05  112.31
2014-01-31 22:37 68030389012    7.20    3.35   12.70   57.40   25.16   95.31   51.46  142.51  106.04
2014-01-31 10:48 61052334893    6.38    4.85   18.76   56.53  349.34  174.88   49.86  159.58  109.13
2014-01-31 22:32 87030378472    6.71    3.36   20.94   52.20  199.97  163.12   28.78  148.25   42.30
2014-01-31 15:52 66039109379    5.22    4.94   15.38   39.83  249.74  136.95  190.52  138.55   82.92
2014-01-31 10:10 66020234971   10.86    3.00   16.30   56.47  120.98  171.86  114.98   54.55   93.07
2014-02-01 15:10 75032383761   10.17    5.87   20.86   53.88  377.26   98.14  102.82  173.38   40.93
2014-02-01 15:57 71121302531    6.42    5.64   20.38   46.61  397.34   98.34  109.34   58.93   37.29
2014-02-01 13:08 66020234971    4.08    6.04   12.55   45.58  300.04  111.35  123.96   40.53   87.58
2014-02-01 09:44 75023812351   12.18    3.15   14.96   41.23  415.12  170.89   39.12   73.18   86.70
2014-02-01 12:44 87030378472    5.59    6.24   21.05   55.59  368.04  172.23  199.22   70.43   83.45
2014-02-02 23:24 61052334893    6.26    5.83   15.56   41.65  326.93   83.98   44.56   71.38   83.44
2014-02-02 09:13 55092336827    4.59    5.73   12.46   39.58   32.38  141.53  129.98   68.50   39.20
2014-02-02 15:14 66020234971   10.77    3.40   16.45   46.43  233.79  189.12  113.01  165.46   99.06
2014-02-02 20:20 68030389012    4.06    6.50   14.78   55.86  443.05  150.30  211.24   89.16  102.57
2014-02-02 14:14 87030378472    4.45    2.95   14.05   45.26  305.25  155.55  142.56   69.60   85.67
2014-02-03 23:07 68030389012    4.27    3.29   13.03   39.33  333.75   91.20   52.59   58.55  108.65
2014-02-03 16:15 87030378472   11.41    3.03   12.99   46.18  380.36  185.05  127.15   61.49   79.61
2014-02-03 17:39 55092336827    4.41    4.86   11.18   36.85  126.66  157.11  117.72   50.94   85.35
2014-02-03 22:54 61052334893    4.37    5.26   12.13   56.83  255.02  179.66   28.50   52.54   75.87
2014-02-03 17:40 66039109379   11.80    4.56   11.15   44.12   71.64  183.75  119.02   69.52  113.21
2014-02-04 10:35 75023812351    8.17    6.07   21.28   44.82  386.00  168.37  203.95   53.98  106.13
2014-02-04 12:07 66020234971   12.11    5.95   15.54   48.04  298.32  101.63   40.03  141.80  114.00
2014-02-04 14:13 65012247293    6.59    3.13   15.12   59.99   46.70  104.96   35.03   54.95   82.67
2014-02-04 11:47 87030378472    4.51    4.86   19.25   39.10  380.68  165.55  119.06  165.96   38.92
2014-02-04 23:11 66039109379   10.97    4.64   11.64   46.95  237.39  153.76  132.30   57.79  113.49
2014-02-05 12:36 71121302531   10.53    5.03   16.26   42.14  226.95  152.13  118.92  139.40  110.52
2014-02-05 19:24 66039109379    6.14    4.86   15.79   59.02  254.26  161.85   51.05   83.66  108.70
2014-02-05 17:33 65012247293   11.78    3.32   15.64   45.89  435.14   89.13  114.96   63.45  108.15
2014-02-05 21:13 55092336827    4.67    6.06   11.58   54.58   81.97   96.85   36.26   51.82   38.96
2014-02-05 12:00 66020234971    5.16    6.14   19.84   43.53  298.92  177.00   50.65   77.44  106.28
2014-02-06 17:08 66020234971    9.69    6.34   20.24   56.86  292.09   96.82   37.34  142.51  112.64
2014-02-06 09:23 68030389012    6.00    5.92   16.10   46.34   47.26  179.53   35.34   57.41   89.10
2014-02-06 07:35 75023812351    6.91    5.03   11.68   42.54  442.46   98.68  108.30   41.12   38.88
2014-02-06 09:11 66039109379    6.79    4.62   19.59   44.18  275.88  189.45  204.94   69.32   40.51
2014-02-06 18:14 75032383761   11.20    5.12   14.89   44.21  376.92  154.56  177.65  142.53  116.52
2014-02-07 20:45 66039109379    4.26    2.81   15.74   55.43  309.05  170.14  214.44   77.73   35.59
2014-02-07 16:03 65012247293   11.31    4.66   19.74   45.15  452.57  144.70  104.80  165.17   87.85
2014-02-07 14:54 61052334893    8.78    3.24   15.91   45.34  257.88  158.54  204.92   50.21   42.82
2014-02-07 11:51 87030378472    4.45    4.75   14.01   38.93   55.93  154.86  131.50   59.14   80.93
2014-02-07 07:18 75023812351    5.13    3.26   13.66   39.28  371.44  117.86  122.15   62.84   80.46
2014-02-08 20:32 55092336827    6.72    6.24   16.08   38.18  287.60  159.61   30.46   84.70   35.64
2014-02-08 18:44 75023812351    3.57    2.96   21.60   40.08   89.69  195.12   89.83   72.27  109.62
2014-02-08 20:15 66020234971   11.17    6.03   17.24   54.91  423.24  103.75  110.88  143.47   40.82
2014-02-08 11:29 66039109379   10.07    4.83   11.19   38.98  399.08   97.22   30.67   88.87  105.73
2014-02-08 22:50 65012247293    6.23    5.92   16.44   53.31  286.38  162.91   54.25   76.99  115.50
2014-02-09 21:12 66039109379   11.28    6.21   14.92   51.35   70.30  176.89   43.31  149.26   43.83
2014-02-09 23:42 68030389012   10.42    4.73   19.42   47.47   69.38  183.58  191.57   51.54   40.79
2014-02-09 14:30 87030378472    5.82    6.13   12.35   39.81  221.50  101.00  124.64   73.55   85.75
2014-02-09 10:55 71121302531    6.59    3.57   20.86   35.38  386.26  185.72  207.69   84.00   87.00
2014-02-09 08:00 66020234971    7.89    4.68   13.83   43.10  429.03  186.15  191.09   60.88  107.37
2014-02-10 14:07 66020234971    9.92    4.91   13.19   44.57  280.15  198.73  127.43   91.55  112.34
2014-02-10 15:08 75032383761    5.26    6.33   10.33   44.86  102.63  195.60  204.90   43.22   45.50
2014-02-10 23:56 61052334893    6.03    3.26   19.16   41.34  398.78  170.78  113.11   54.61   38.17
2014-02-10 08:22 87030378472    6.34    3.29   12.98   55.76   45.72  197.72   45.04   54.95  102.66
2014-02-10 23:26 65012247293    4.70    4.90   12.44   43.06  402.74  155.05   42.27   82.25   32.49
2014-02-11 14:16 61052334893    9.73    4.48   21.16   57.91   40.96  154.89   54.78  143.61  115.59
2014-02-11 07:56 55092336827    3.40    4.69   11.45   46.79  251.58   99.63  171.59  141.35   42.37
2014-02-11 18:57 87030378472   11.53    3.04   12.22   37.64  368.31  135.70  107.27   77.87   83.55
2014-02-11 13:04 68030389012    6.43    5.01   16.32   44.84  312.00  171.38   27.66   69.86  114.42
2014-02-11 20:01 65012247293   11.03    3.00   15.17   39.47  254.62  108.83   47.71   74.47  108.91
2014-02-12 09:12 66039109379    7.60    3.16   19.50   48.57  333.18  142.45  126.07  142.10   82.62
2014-02-12 10:52 66020234971   10.60    3.47   14.71   40.39  428.72  195.23  119.23   71.90   45.18
2014-02-12 21:33 55092336827    6.43    6.00   16.18   48.37  363.86  159.56  198.64  151.59   38.20
2014-02-12 09:05 75023812351    3.16    5.90   11.44   47.28  253.45   93.70   54.96   51.11   38.59
2014-02-12 23:06 71121302531    4.21    4.61   20.95   48.84    9.31  170.74  178.17  137.93  111.38
2014-02-13 21:58 61052334893    5.57    3.11   14.22   46.81  279.10  179.18   40.66  143.55   47.72
2014-02-13 07:49 71121302531    5.05    3.10   15.35   38.35   35.93  160.96   26.79  158.27   91.72
2014-02-13 20:07 66020234971    4.00    4.71   12.76   41.66  425.24   92.07  135.25  155.88  104.55
2014-02-13 13:39 55092336827    5.74    6.30   19.39   48.38   87.06  191.46  201.93   63.74   47.21
2014-02-13 09:39 87030378472    4.17    4.73   12.62   54.31  362.52  169.53   41.89  146.94   39.30
2014-02-14 10:10 61052334893    4.97    6.38   15.31   44.06  433.50  171.07  194.38   75.23   90.56
2014-02-14 13:56 55092336827    5.39    5.91   15.06   57.91  385.14  194.46  105.73   43.93  111.20
2014-02-14 10:39 75023812351    4.28    5.13   16.29   49.01  381.68  187.40  199.42  148.01   89.50
2014-02-14 17:20 87030378472    4.51    3.15   12.47   42.38  407.87  202.58  110.11  135.06   85.88
2014-02-14 13:19 71121302531   10.62    5.44   16.05   55.12  267.97  168.79  204.85   63.20  112.54
2014-02-15 17:50 65012247293    6.16    5.08   20.49   47.67  286.09  101.04  195.52  157.32   86.26
2014-02-15 15:46 66039109379    7.87    3.07   14.13   38.85  128.89  113.84   36.28  144.41   92.49
2014-02-15 21:42 71121302531    8.36    3.41   20.39   38.22  423.23   69.78  205.90   65.05   47.41
2014-02-15 08:53 75023812351   11.46    3.22   11.69   39.68  299.44  171.31  124.65   62.35  107.60
2014-02-15 13:06 55092336827   10.98    3.18   13.17   59.16  393.70   92.47  194.47   92.40   33.17
2014-02-16 09:27 71121302531   10.38    4.84   12.15   43.03  403.69  190.04   36.45   68.04   39.21
2014-02-16 22:04 66020234971    8.12    3.38   19.09   43.91  225.32  159.71  109.56   73.24  112.93
2014-02-16 12:33 61052334893    7.02    3.36   19.43   46.17    0.55  150.42  121.61   66.68  107.64
2014-02-16 21:17 65012247293    6.81    5.93   20.16   42.47  307.32  110.51   37.04   89.54   86.05
2014-02-16 22:33 66039109379   11.42    3.36   15.23   42.67  231.33  100.82  118.86   62.65   90.68
2014-02-17 22:09 66039109379   11.21    5.74   15.73   54.26  420.13  110.77   45.53   77.79  104.84
2014-02-17 23:20 75023812351    4.35    4.74   20.50   57.84  108.36  176.70   44.75  138.69   87.51
2014-02-17 12:50 65012247293   13.07    2.73   14.15   48.43  197.00  172.30  191.88   68.87   39.04
2014-02-17 07:47 87030378472    5.05    4.97   12.52   42.55  302.79  176.41  125.23  141.39   48.12
2014-02-17 19:33 61052334893    5.11    3.13   10.48   47.54  398.59  188.71  202.38  158.26   32.04
2014-02-18 23:13 61052334893    8.92    4.72   15.28   47.43  428.42  166.22   35.13   64.05   78.26
2014-02-18 08:52 75032383761    7.81    3.20   10.14   41.26  292.65  111.39  178.87   81.11   53.05
2014-02-18 18:52 66039109379    6.09    6.30   12.14   44.43  106.15   93.34   30.83   78.26   79.60
2014-02-18 16:02 65012247293    6.30    6.00   19.42   41.10  388.30  148.74  210.93   96.39   82.05
2014-02-18 14:37 68030389012    5.72    4.98   15.69   43.94  217.97  105.47   32.13  162.31  108.01
2014-02-19 22:35 68030389012    2.65    3.23   15.12   55.95  393.07  172.53  189.71   74.44  109.25
2014-02-19 22:02 55092336827    8.22    4.87   14.71   38.55  420.49  150.76  130.04  143.06   43.93
2014-02-19 22:07 75023812351    3.21    3.44   15.68   39.50   71.01  136.60  136.19   58.25   48.30
2014-02-19 13:44 75032383761    6.69    5.06   11.50   48.86  370.66   91.67  120.63  158.15   78.24
2014-02-19 10:41 61052334893    6.36    3.00   14.54   40.99  397.55  179.78  175.13  142.50   86.18
2014-02-20 21:45 71121302531   12.62    5.03   20.52   48.12  377.74  102.44  142.35  156.58  112.35
2014-02-20 10:28 68030389012    6.98    5.82   19.31   40.71   62.09  149.35   34.13  151.67   38.41
2014-02-20 09:22 75023812351    4.44    2.96   19.78   56.41  309.24  174.16  199.98  145.68   76.55
2014-02-20 08:33 75032383761   12.24    4.93   12.02   54.15  310.45  175.26   40.15   58.71  110.25
2014-02-20 16:54 66039109379    9.34    4.91   19.63   59.08  258.23  157.03   61.22   86.07  112.78
2014-02-21 22:11 55092336827    7.44    5.97   12.47   40.38  224.79  153.93  118.24   71.81   33.54
2014-02-21 10:34 87030378472   10.77    5.83   12.36   46.28  229.40  181.00  135.91  156.94   40.74
2014-02-21 21:00 71121302531   10.47    6.34   15.83   40.81  123.38  148.05  134.62  134.47  113.20
2014-02-21 15:52 66020234971    8.66    3.35   13.04   56.66  274.98  182.18  128.42   58.13   79.50
2014-02-21 16:49 61052334893    8.46    5.84   15.83   49.42  293.26   87.14   53.78   81.14   87.24
2014-02-22 17:33 68030389012    7.33    6.23   19.97   60.19  302.25  114.24   49.98  161.49   85.97
2014-02-22 17:20 55092336827   12.75    3.28   12.69   41.71  111.96  186.00  126.82   39.52  106.45
2014-02-22 19:42 75023812351   10.79    4.77   16.62   48.31  319.19  162.18   58.04   92.56  104.42
2014-02-22 07:54 75032383761    5.58    5.91   15.10   47.69  129.28   93.69  199.77   68.51   37.71
2014-02-22 23:58 87030378472    9.80    5.71   15.42   57.75  361.58  184.84  184.96  145.64  112.63
2014-02-23 20:21 68030389012    5.36    3.19   20.73   46.68  166.84  178.09   28.30   70.11  111.62
2014-02-23 22:58 65012247293    5.59    5.77   16.38   45.00  121.95  166.41  110.00  100.40   40.55
